l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_shipmode,l_comment
61,105,46,2,37.92,1950.44,0.07,0.02,A,F,1993-11-01,1993-10-29,1993-11-20,TAKE BACK RETURN,FOB,furiously silent carefully quickly blithely 
61,222,1,3,9.26,3123.26,0.03,0.05,R,F,1993-11-20,1993-12-22,1993-11-22,DELIVER IN PERSON,AIR,blithely slyly express express quickly speci
62,224,59,1,18.77,1889.97,0.09,0.05,A,F,1996-03-21,1996-05-17,1996-04-19,NONE,FOB,carefully unusual silent slyly pending blith
62,267,51,2,35.12,4049.31,0.03,0.05,R,F,1996-03-27,1996-04-30,1996-04-17,COLLECT COD,RAIL,carefully final silent
62,367,80,3,38.08,912.16,0.04,0.04,R,F,1996-05-15,1996-05-18,1996-05-22,TAKE BACK RETURN,MAIL,special final quickly unusual furiously quic
63,319,71,1,30.09,214.68,0.04,0.01,R,F,1996-07-12,1996-08-31,1996-08-05,COLLECT COD,FOB,pending blithely furiously special pending u
63,242,87,2,41.55,377.41,0.07,0.06,A,F,1996-07-31,1996-08-22,1996-08-27,TAKE BACK RETURN,TRUCK,quickly express regular regular express expr
63,255,41,3,16.38,3007.41,0.01,0.07,N,F,1996-08-28,1996-09-05,1996-09-15,DELIVER IN PERSON,REG AIR,carefully regular special silent express bli
64,211,27,1,26.73,4320.1,0.1,0.05,R,F,1998-10-24,1998-11-02,1998-10-29,TAKE BACK RETURN,FOB,unusual furiously slyly
64,309,4,2,31.97,1735.32,0.01,0.07,N,F,1998-11-02,1998-11-03,1998-11-07,TAKE BACK RETURN,REG AIR,slyly pending slyly slyly special slyly spec
64,367,98,3,42.64,3020.35,0.09,0.0,A,F,1998-11-05,1998-11-05,1998-11-13,COLLECT COD,SHIP,pending silent quickly unusual quickly silen
65,262,79,1,21.27,2640.97,0.07,0.02,N,F,1996-09-18,1996-10-26,1996-09-30,TAKE BACK RETURN,TRUCK,regular carefully slyly quickly blithely qui
65,52,42,2,17.13,3197.42,0.07,0.06,R,F,1996-10-04,1996-11-17,1996-11-02,NONE,MAIL,pending regular blithely quickly unusual exp
65,160,48,3,49.11,2733.24,0.01,0.01,A,F,1996-09-10,1996-10-24,1996-10-09,DELIVER IN PERSON,FOB,pending pending unusual blithely express spe
66,328,39,1,40.41,3175.06,0.04,0.04,N,F,1994-08-23,1994-10-01,1994-09-08,NONE,TRUCK,slyly regular quickly furiously
66,417,3,2,4.25,1167.85,0.01,0.03,N,F,1994-08-20,1994-10-23,1994-09-05,COLLECT COD,REG AIR,final furiously final
66,362,21,3,30.47,3546.17,0.01,0.04,N,F,1994-08-13,1994-10-07,1994-08-26,COLLECT COD,FOB,pending slyly express
67,282,45,1,31.71,1346.02,0.02,0.03,R,F,1997-04-02,1997-04-08,1997-04-17,NONE,AIR,quickly carefully final carefully final blit
67,183,70,2,14.89,503.42,0.06,0.02,N,F,1997-05-07,1997-06-05,1997-06-06,DELIVER IN PERSON,RAIL,regular final furiously
67,460,22,3,4.77,3355.58,0.04,0.04,R,F,1997-04-19,1997-05-30,1997-04-29,COLLECT COD,REG AIR,quickly carefully final quickly carefully
68,327,31,1,48.58,3876.19,0.0,0.01,N,F,1996-05-22,1996-06-06,1996-06-03,DELIVER IN PERSON,SHIP,blithely final slyly pending quickly final r
68,383,49,2,49.51,2127.93,0.1,0.0,R,F,1996-04-18,1996-06-13,1996-05-01,NONE,MAIL,pending quickly pending
68,349,90,3,48.96,1416.46,0.06,0.0,A,F,1996-05-25,1996-05-10,1996-06-18,TAKE BACK RETURN,SHIP,quickly regular blithely special
69,126,100,1,43.06,407.07,0.03,0.03,A,F,1994-11-28,1994-12-31,1994-12-27,COLLECT COD,REG AIR,slyly pending final regular pending unusual
69,291,75,2,39.33,1847.85,0.09,0.03,A,F,1994-12-14,1995-01-13,1994-12-25,COLLECT COD,FOB,regular regular quickly express
69,48,39,3,30.78,229.0,0.09,0.08,A,F,1995-01-02,1995-01-25,1995-01-20,DELIVER IN PERSON,MAIL,slyly final carefully furiously slyly slyly 
70,130,47,1,14.52,3682.95,0.07,0.03,R,F,1995-09-15,1995-10-02,1995-10-04,COLLECT COD,AIR,pending carefully blithely
70,270,67,2,23.86,4137.11,0.02,0.01,R,F,1995-09-29,1995-09-14,1995-10-09,NONE,AIR,regular blithely regular silent
70,27,90,3,26.89,1932.48,0.01,0.01,R,F,1995-09-29,1995-10-18,1995-10-15,DELIVER IN PERSON,AIR,silent express furiously express
71,234,13,1,3.22,3389.8,0.06,0.03,A,F,1993-12-04,1993-12-22,1993-12-15,DELIVER IN PERSON,RAIL,silent quickly pending regular silent unusua
71,191,34,2,9.78,3740.93,0.0,0.0,R,F,1993-11-26,1993-12-26,1993-11-28,TAKE BACK RETURN,REG AIR,furiously carefully final carefully carefull
71,469,18,3,9.24,3730.41,0.01,0.06,A,F,1993-11-16,1994-01-08,1993-11-30,DELIVER IN PERSON,TRUCK,special express blithely pending pending
72,17,41,1,12.37,4888.84,0.01,0.05,R,F,1996-02-17,1996-04-06,1996-03-01,DELIVER IN PERSON,TRUCK,carefully slyly quickly pending unusual sile
72,99,30,2,32.45,1881.72,0.05,0.08,R,F,1996-02-21,1996-05-03,1996-02-28,COLLECT COD,FOB,express slyly final express pending express 
72,153,99,3,40.4,3086.12,0.04,0.0,A,F,1996-03-01,1996-04-20,1996-03-18,TAKE BACK RETURN,MAIL,unusual special slyly furiously unusual
73,428,100,1,5.51,3472.95,0.1,0.08,A,F,1997-01-25,1997-02-21,1997-02-21,DELIVER IN PERSON,AIR,slyly final pending slyly quickly silent
73,318,54,2,21.41,615.61,0.05,0.08,N,F,1997-01-14,1997-02-13,1997-01-27,NONE,MAIL,quickly slyly furiously furiously final
73,369,41,3,33.68,1756.51,0.06,0.06,R,F,1997-02-13,1997-03-29,1997-02-27,NONE,FOB,pending unusual quickly slyly
74,382,81,1,27.81,1200.57,0.03,0.08,A,F,1997-09-29,1997-11-05,1997-10-17,TAKE BACK RETURN,MAIL,silent final pending carefully pending silen
74,312,97,2,44.58,2777.26,0.07,0.03,N,F,1997-10-03,1997-12-04,1997-10-11,DELIVER IN PERSON,TRUCK,quickly silent unusual regular special speci
74,413,27,3,24.23,1959.74,0.05,0.01,R,F,1997-11-03,1997-11-28,1997-11-04,NONE,SHIP,regular regular silent carefully silent pend
75,204,24,1,16.84,1462.06,0.01,0.05,A,F,1996-06-27,1996-07-13,1996-07-03,NONE,AIR,unusual slyly blithely regular carefully bli
75,413,76,2,31.9,1572.82,0.02,0.07,N,F,1996-05-21,1996-07-05,1996-06-18,DELIVER IN PERSON,FOB,unusual final quickly
75,368,38,3,28.79,533.31,0.04,0.08,N,F,1996-05-06,1996-06-29,1996-05-28,COLLECT COD,MAIL,unusual pending pending final unusual
76,119,35,1,48.63,1155.68,0.09,0.03,R,F,1995-04-09,1995-05-20,1995-05-05,NONE,SHIP,express slyly silent
76,354,34,2,5.34,404.17,0.01,0.03,R,F,1995-04-17,1995-04-21,1995-04-19,NONE,SHIP,pending special express
76,336,91,3,29.93,3322.7,0.08,0.0,R,F,1995-03-29,1995-05-19,1995-04-27,DELIVER IN PERSON,MAIL,silent quickly quickly furiously final silen
77,479,43,1,15.82,1379.55,0.02,0.0,A,F,1998-09-08,1998-09-29,1998-09-11,DELIVER IN PERSON,FOB,silent carefully regular furiously blithely 
77,279,49,2,3.88,1687.23,0.05,0.07,A,F,1998-10-14,1998-09-22,1998-11-09,DELIVER IN PERSON,MAIL,slyly pending carefully furiously
77,419,3,3,49.82,1586.93,0.05,0.07,N,F,1998-08-29,1998-11-15,1998-09-15,DELIVER IN PERSON,AIR,pending quickly regular
78,195,38,1,43.15,1018.86,0.01,0.04,N,F,1997-02-24,1997-03-22,1997-03-26,TAKE BACK RETURN,AIR,furiously blithely final slyly furiously unu
78,61,45,2,14.91,334.64,0.07,0.01,R,F,1997-03-12,1997-04-02,1997-03-23,TAKE BACK RETURN,SHIP,regular blithely final final express final u
78,388,84,3,25.35,1628.25,0.01,0.01,N,F,1997-03-14,1997-04-07,1997-03-30,DELIVER IN PERSON,FOB,blithely blithely blithely silent quickly fi
79,232,45,1,47.01,4593.37,0.02,0.03,R,F,1996-11-29,1996-12-14,1996-12-28,COLLECT COD,RAIL,carefully regular final pending blithely fin
79,5,61,2,2.11,309.88,0.03,0.08,R,F,1996-12-25,1996-12-13,1996-12-29,DELIVER IN PERSON,REG AIR,silent furiously regular unusual special car
79,228,100,3,40.59,4397.05,0.0,0.05,N,F,1996-12-19,1996-12-22,1997-01-02,DELIVER IN PERSON,FOB,furiously slyly pending pending pending
80,80,37,1,1.65,1460.82,0.03,0.01,N,F,1994-12-31,1995-02-08,1995-01-20,NONE,TRUCK,express special slyly
80,138,58,2,30.66,667.53,0.04,0.06,R,F,1995-02-02,1995-01-24,1995-03-04,NONE,FOB,slyly furiously express
80,164,100,3,47.24,4645.46,0.02,0.05,R,F,1995-01-25,1995-01-25,1995-02-24,TAKE BACK RETURN,AIR,blithely furiously final
81,155,10,1,31.05,4370.78,0.01,0.06,N,F,1996-10-30,1996-12-08,1996-11-03,NONE,AIR,silent slyly express quickly pending special
81,44,83,2,25.99,2821.78,0.06,0.0,A,F,1996-09-26,1996-11-28,1996-10-08,DELIVER IN PERSON,FOB,regular blithely pending pending
81,114,85,3,31.41,4534.01,0.04,0.07,N,F,1996-11-08,1996-10-26,1996-12-05,TAKE BACK RETURN,SHIP,special slyly silent furiously quickly slyly
82,327,7,1,34.78,1860.5,0.02,0.05,A,F,1997-12-01,1997-12-23,1997-12-02,DELIVER IN PERSON,FOB,final regular unusual
82,232,97,2,14.4,2275.86,0.0,0.03,R,F,1997-11-06,1997-12-24,1997-11-20,COLLECT COD,RAIL,silent express quickly special final blithel
82,371,52,3,31.18,887.57,0.06,0.03,A,F,1997-11-14,1997-12-15,1997-11-29,COLLECT COD,AIR,silent carefully unusual
83,170,44,1,13.08,4378.22,0.06,0.03,A,F,1994-04-21,1994-05-19,1994-05-06,DELIVER IN PERSON,RAIL,quickly silent final pending
83,85,48,2,23.16,1271.89,0.08,0.02,A,F,1994-04-09,1994-06-07,1994-05-05,NONE,AIR,furiously quickly express silent
83,415,18,3,26.74,1209.16,0.03,0.07,A,F,1994-04-08,1994-06-06,1994-04-22,COLLECT COD,FOB,blithely regular pending express pending pen
84,440,1,1,20.41,4932.39,0.08,0.06,R,F,1995-05-24,1995-06-16,1995-06-20,COLLECT COD,SHIP,express slyly slyly
84,4,24,2,8.41,2148.14,0.07,0.0,R,F,1995-06-16,1995-06-24,1995-07-07,COLLECT COD,AIR,unusual blithely pending special special spe
84,332,44,3,22.08,1946.24,0.02,0.03,A,F,1995-06-25,1995-07-24,1995-07-17,TAKE BACK RETURN,TRUCK,carefully final blithely special regular fur
85,470,69,1,38.65,1495.83,0.04,0.04,A,F,1998-04-23,1998-06-26,1998-05-01,DELIVER IN PERSON,REG AIR,pending express slyly unusual blithely quick
85,499,64,2,21.97,2161.53,0.04,0.0,N,F,1998-04-16,1998-06-15,1998-05-02,TAKE BACK RETURN,TRUCK,special silent silent slyly
85,332,42,3,24.36,369.23,0.07,0.06,R,F,1998-05-14,1998-05-07,1998-05-19,COLLECT COD,TRUCK,pending regular silent furiously special bli
86,420,82,1,26.32,1493.97,0.05,0.03,R,F,1994-09-17,1994-09-19,1994-09-20,NONE,REG AIR,blithely unusual special furiously
86,126,59,2,41.68,3887.25,0.02,0.06,R,F,1994-08-26,1994-10-16,1994-09-18,COLLECT COD,FOB,special pending regular blithely blithely qu
86,498,62,3,37.99,2723.33,0.03,0.04,N,F,1994-08-25,1994-08-31,1994-09-20,TAKE BACK RETURN,RAIL,silent quickly final unusual silent
87,33,19,1,24.9,4967.77,0.03,0.03,A,F,1995-08-13,1995-09-18,1995-08-21,NONE,FOB,express slyly blithely furiously express reg
87,151,76,2,21.87,906.96,0.08,0.05,R,F,1995-08-07,1995-08-14,1995-09-03,DELIVER IN PERSON,AIR,blithely express furiously silent furiously 
87,197,69,3,46.51,4307.87,0.01,0.05,R,F,1995-08-17,1995-08-17,1995-09-11,TAKE BACK RETURN,RAIL,regular blithely unusual express special reg
88,96,19,1,39.58,1534.27,0.05,0.04,N,F,1997-04-25,1997-05-14,1997-05-25,DELIVER IN PERSON,AIR,furiously carefully regular quickly final
88,443,67,2,15.27,3311.65,0.05,0.02,R,F,1997-04-12,1997-05-09,1997-04-29,DELIVER IN PERSON,AIR,silent quickly furiously furiously slyly unu
88,331,94,3,44.16,3497.74,0.09,0.06,N,F,1997-03-19,1997-04-20,1997-03-22,TAKE BACK RETURN,RAIL,slyly regular final final unusual pending
89,421,7,1,44.68,3628.2,0.05,0.04,A,F,1994-10-01,1994-10-21,1994-10-14,COLLECT COD,MAIL,regular regular silent special
89,405,66,2,9.15,4888.84,0.05,0.03,R,F,1994-10-30,1994-11-29,1994-11-20,COLLECT COD,RAIL,quickly blithely express
89,470,37,3,44.64,4395.87,0.06,0.0,A,F,1994-10-07,1994-12-10,1994-10-21,DELIVER IN PERSON,TRUCK,pending blithely slyly pending
90,450,7,1,11.62,2667.22,0.05,0.05,A,F,1993-10-20,1993-11-19,1993-10-22,NONE,FOB,special special unusual
90,179,52,2,19.86,2593.96,0.01,0.02,N,F,1993-09-25,1993-10-15,1993-10-12,DELIVER IN PERSON,AIR,blithely regular regular final special speci
90,53,52,3,26.3,1657.03,0.03,0.01,N,F,1993-10-27,1993-11-24,1993-11-11,NONE,TRUCK,furiously blithely pending
91,58,11,1,28.87,2403.11,0.08,0.04,N,F,1998-11-28,1999-01-06,1998-12-21,COLLECT COD,FOB,pending special quickly carefully
91,443,4,2,17.31,4897.3,0.02,0.02,R,F,1998-11-13,1998-12-31,1998-12-01,NONE,RAIL,regular pending final final unusual
91,127,75,3,33.15,3875.27,0.05,0.02,R,F,1998-11-15,1998-12-15,1998-12-07,DELIVER IN PERSON,RAIL,regular silent special express slyly furious
92,246,97,1,19.83,3003.38,0.08,0.02,A,F,1998-03-29,1998-04-11,1998-04-19,DELIVER IN PERSON,MAIL,pending silent furiously regular furiously
92,3,70,2,23.89,1033.17,0.09,0.04,R,F,1998-04-14,1998-06-05,1998-04-30,DELIVER IN PERSON,FOB,slyly unusual quickly quickly furiously slyl
92,241,59,3,46.07,4755.62,0.01,0.07,A,F,1998-04-10,1998-04-25,1998-04-15,COLLECT COD,FOB,regular silent final special blithely specia
93,379,85,1,24.69,4126.09,0.07,0.08,N,F,1993-08-08,1993-10-18,1993-08-28,TAKE BACK RETURN,TRUCK,silent blithely pending final blithely final
93,209,38,2,2.99,3086.06,0.07,0.04,A,F,1993-08-17,1993-09-12,1993-08-27,DELIVER IN PERSON,TRUCK,carefully pending furiously quickly furiousl
93,365,47,3,10.62,2348.58,0.02,0.06,N,F,1993-08-10,1993-10-23,1993-08-13,DELIVER IN PERSON,REG AIR,unusual blithely special special carefully
94,20,96,1,35.4,314.9,0.04,0.07,R,F,1993-12-15,1994-01-30,1993-12-16,DELIVER IN PERSON,MAIL,final silent unusual express regular final
94,234,72,2,46.01,1096.21,0.03,0.04,A,F,1994-01-20,1994-01-17,1994-02-01,DELIVER IN PERSON,SHIP,pending silent regular pending
94,130,50,3,12.88,4491.61,0.05,0.03,A,F,1994-01-15,1994-01-28,1994-02-12,COLLECT COD,REG AIR,special unusual furiously furiously
95,256,86,1,7.3,112.81,0.08,0.06,R,F,1994-12-31,1995-01-25,1995-01-22,DELIVER IN PERSON,SHIP,blithely pending blithely final special pend
95,13,72,2,38.52,1471.04,0.08,0.04,R,F,1994-11-21,1995-01-07,1994-12-12,DELIVER IN PERSON,FOB,carefully furiously express regular blithely
95,460,26,3,40.78,538.1,0.01,0.06,N,F,1994-12-21,1994-12-16,1995-01-07,COLLECT COD,TRUCK,regular pending special furiously quickly si
96,350,7,1,31.46,1227.56,0.09,0.06,A,F,1995-02-17,1995-03-06,1995-03-03,DELIVER IN PERSON,MAIL,final silent blithely silent slyly pending
96,71,87,2,32.12,2647.57,0.03,0.08,A,F,1995-02-25,1995-03-14,1995-03-07,NONE,REG AIR,quickly quickly quickly unusual furiously qu
96,46,5,3,48.99,3436.32,0.09,0.05,N,F,1995-02-24,1995-02-21,1995-02-25,TAKE BACK RETURN,RAIL,blithely blithely express pending
97,15,97,1,36.7,2087.13,0.05,0.04,A,F,1997-02-23,1997-02-03,1997-03-12,TAKE BACK RETURN,RAIL,blithely silent furiously final
97,121,56,2,27.69,4539.66,0.07,0.0,N,F,1997-02-14,1997-03-10,1997-02-27,COLLECT COD,RAIL,unusual pending regular regular silent caref
97,6,73,3,35.26,1054.11,0.06,0.01,R,F,1997-01-24,1997-03-21,1997-02-04,COLLECT COD,SHIP,blithely quickly silent blithely regular sil
98,152,4,1,27.9,1021.01,0.06,0.08,R,F,1998-08-29,1998-08-25,1998-09-09,DELIVER IN PERSON,FOB,pending regular quickly slyly express
98,283,75,2,10.24,442.86,0.08,0.05,A,F,1998-09-19,1998-09-15,1998-10-17,NONE,REG AIR,silent regular blithely
98,431,40,3,26.75,292.95,0.09,0.03,N,F,1998-07-28,1998-08-24,1998-08-20,COLLECT COD,AIR,blithely blithely silent regular quickly
99,64,14,1,36.82,834.63,0.06,0.01,N,F,1995-04-17,1995-05-09,1995-05-14,DELIVER IN PERSON,RAIL,unusual slyly special blithely blithely
99,77,24,2,8.94,4269.81,0.04,0.02,R,F,1995-03-23,1995-05-24,1995-04-10,TAKE BACK RETURN,MAIL,special furiously blithely
99,11,18,3,40.81,3948.93,0.09,0.05,N,F,1995-04-12,1995-04-22,1995-04-21,TAKE BACK RETURN,AIR,regular slyly blithely furiously
100,195,70,1,45.26,3966.03,0.04,0.02,A,F,1993-08-16,1993-09-05,1993-08-25,DELIVER IN PERSON,AIR,blithely quickly furiously blithely regular 
100,264,26,2,33.65,4375.65,0.05,0.06,R,F,1993-08-28,1993-10-08,1993-09-25,NONE,FOB,furiously blithely quickly slyly unusual fur
100,266,41,3,12.78,243.56,0.07,0.04,R,F,1993-08-16,1993-09-24,1993-09-01,NONE,MAIL,slyly blithely slyly blithely
101,370,5,1,30.2,2706.86,0.04,0.01,A,F,1993-10-25,1993-10-02,1993-10-27,COLLECT COD,AIR,furiously slyly slyly silent
101,357,60,2,22.89,4581.92,0.05,0.01,N,F,1993-10-10,1993-10-22,1993-10-19,NONE,FOB,furiously special silent special regular fin
101,20,87,3,7.5,3516.29,0.0,0.08,N,F,1993-09-04,1993-11-13,1993-09-10,DELIVER IN PERSON,AIR,final quickly pending regular
102,123,85,1,18.28,243.04,0.1,0.01,A,F,1994-04-26,1994-05-14,1994-05-25,NONE,MAIL,regular carefully quickly slyly final carefu
102,254,29,2,26.9,2814.64,0.07,0.03,N,F,1994-04-25,1994-05-08,1994-05-04,TAKE BACK RETURN,TRUCK,slyly blithely blithely express special blit
102,177,46,3,16.32,3452.89,0.07,0.06,R,F,1994-06-02,1994-06-20,1994-06-16,TAKE BACK RETURN,MAIL,quickly final unusual regular final furiousl
103,89,97,1,21.79,2617.11,0.05,0.04,A,F,1996-01-11,1996-01-31,1996-01-26,COLLECT COD,TRUCK,blithely special silent pending slyly unusua
103,121,80,2,30.29,4754.12,0.04,0.04,R,F,1995-11-25,1996-01-09,1995-12-06,NONE,FOB,slyly silent furiously pending carefully car
103,347,13,3,47.43,4766.11,0.02,0.06,N,F,1996-01-13,1996-02-08,1996-01-30,DELIVER IN PERSON,AIR,final furiously blithely blithely special fi
104,311,79,1,4.13,3619.84,0.03,0.0,R,F,1998-04-15,1998-06-05,1998-04-24,DELIVER IN PERSON,SHIP,unusual express regular blithely unusual sly
104,439,21,2,33.56,2967.75,0.05,0.05,A,F,1998-04-03,1998-05-16,1998-04-04,COLLECT COD,FOB,pending carefully regular pending quickly fu
104,466,58,3,11.47,892.45,0.01,0.03,N,F,1998-05-10,1998-06-04,1998-05-13,DELIVER IN PERSON,FOB,regular slyly pending pending silent final q
105,436,77,1,37.28,4218.39,0.01,0.07,A,F,1996-04-15,1996-05-27,1996-04-24,DELIVER IN PERSON,TRUCK,special slyly final slyly
105,125,72,2,25.22,3103.3,0.09,0.06,R,F,1996-05-01,1996-06-20,1996-05-13,COLLECT COD,SHIP,silent regular final unusual slyly
105,140,2,3,30.62,3622.25,0.02,0.03,A,F,1996-05-26,1996-06-09,1996-06-17,NONE,FOB,silent carefully unusual
106,89,10,1,3.37,3776.68,0.01,0.02,N,F,1994-07-21,1994-07-29,1994-07-25,NONE,MAIL,special unusual blithely unusual
106,408,31,2,9.52,3877.65,0.07,0.05,N,F,1994-07-01,1994-09-20,1994-07-26,TAKE BACK RETURN,SHIP,carefully blithely unusual
106,431,2,3,12.64,2870.17,0.07,0.01,N,F,1994-08-10,1994-08-25,1994-08-18,TAKE BACK RETURN,SHIP,regular silent carefully
107,495,61,1,45.75,2338.08,0.04,0.02,R,F,1994-03-09,1994-05-09,1994-04-04,NONE,TRUCK,unusual special final slyly
107,452,100,2,29.62,494.47,0.03,0.05,A,F,1994-03-09,1994-03-31,1994-04-08,TAKE BACK RETURN,SHIP,pending final final slyly blithely regular
107,256,11,3,12.58,2286.12,0.07,0.01,N,F,1994-04-03,1994-04-27,1994-04-20,TAKE BACK RETURN,REG AIR,quickly unusual final pending
108,383,37,1,41.34,328.04,0.07,0.02,A,F,1999-01-01,1999-02-17,1999-01-24,TAKE BACK RETURN,TRUCK,express final final regular unusual
108,112,1,2,15.55,3431.89,0.01,0.04,A,F,1999-01-09,1998-12-26,1999-01-31,COLLECT COD,FOB,pending unusual silent pending final silent 
108,213,34,3,24.48,4224.42,0.04,0.03,N,F,1998-12-27,1999-01-13,1999-01-15,TAKE BACK RETURN,TRUCK,final silent furiously special
109,486,77,1,6.57,3254.86,0.05,0.0,A,F,1994-09-08,1994-10-24,1994-09-16,DELIVER IN PERSON,TRUCK,special carefully carefully silent special
109,232,22,2,7.29,868.7,0.05,0.04,R,F,1994-08-19,1994-09-21,1994-09-06,TAKE BACK RETURN,FOB,slyly furiously blithely quickly regular car
109,374,94,3,26.51,1335.02,0.06,0.07,N,F,1994-09-24,1994-10-25,1994-10-09,DELIVER IN PERSON,AIR,furiously pending regular pending
110,40,64,1,11.35,4023.86,0.09,0.07,R,F,1993-03-01,1993-04-05,1993-03-29,DELIVER IN PERSON,RAIL,slyly unusual regular furiously
110,427,46,2,22.98,972.24,0.09,0.03,N,F,1993-03-07,1993-04-17,1993-03-17,TAKE BACK RETURN,MAIL,quickly silent pending quickly unusual quick
110,364,76,3,32.77,4446.59,0.01,0.04,R,F,1993-02-19,1993-04-23,1993-02-21,COLLECT COD,FOB,regular regular regular
111,241,79,1,43.19,1714.17,0.06,0.06,N,F,1995-09-22,1995-11-07,1995-10-15,DELIVER IN PERSON,MAIL,carefully blithely carefully final slyly sil
111,175,89,2,21.63,4841.66,0.09,0.05,R,F,1995-11-17,1995-11-25,1995-12-05,COLLECT COD,RAIL,furiously unusual blithely pending express
111,493,44,3,6.19,4062.74,0.01,0.05,N,F,1995-11-06,1995-10-30,1995-11-17,DELIVER IN PERSON,FOB,quickly quickly slyly slyly quickly quickly 
112,371,99,1,28.19,1659.86,0.01,0.03,R,F,1994-03-27,1994-03-10,1994-04-16,DELIVER IN PERSON,REG AIR,blithely silent carefully slyly blithely bli
112,220,90,2,33.42,1875.58,0.08,0.04,N,F,1994-02-14,1994-04-16,1994-02-23,DELIVER IN PERSON,SHIP,blithely quickly carefully regular blithely 
112,474,12,3,21.51,2590.29,0.01,0.02,A,F,1994-03-17,1994-04-06,1994-03-24,TAKE BACK RETURN,TRUCK,carefully pending blithely carefully furious
113,345,32,1,10.06,1249.97,0.03,0.07,R,F,1993-09-16,1993-12-05,1993-10-04,NONE,AIR,unusual slyly silent quickly pending
113,343,4,2,8.71,1469.6,0.08,0.06,A,F,1993-09-10,1993-11-22,1993-09-30,TAKE BACK RETURN,RAIL,carefully furiously pending carefully regula
113,34,44,3,21.41,1442.43,0.06,0.05,A,F,1993-09-16,1993-10-28,1993-10-02,COLLECT COD,SHIP,blithely special unusual special express bli
114,164,79,1,14.09,3771.81,0.06,0.01,A,F,1996-09-06,1996-09-06,1996-09-14,TAKE BACK RETURN,FOB,regular blithely furiously blithely slyly si
114,120,30,2,27.33,557.03,0.03,0.07,R,F,1996-09-06,1996-10-17,1996-09-24,DELIVER IN PERSON,REG AIR,slyly slyly express express blithely pending
114,218,87,3,9.71,3748.93,0.03,0.02,N,F,1996-09-17,1996-09-14,1996-10-09,COLLECT COD,MAIL,unusual final furiously carefully final
115,169,44,1,2.02,1418.04,0.03,0.07,R,F,1994-08-08,1994-09-25,1994-08-20,NONE,SHIP,quickly furiously quickly quickly unusual
115,219,78,2,43.81,2167.55,0.03,0.03,A,F,1994-07-09,1994-09-23,1994-08-06,TAKE BACK RETURN,AIR,express pending silent
115,104,1,3,2.84,3000.4,0.06,0.02,R,F,1994-08-07,1994-09-02,1994-08-22,NONE,AIR,carefully blithely carefully silent regular 
116,319,57,1,45.5,495.89,0.1,0.02,N,F,1994-01-18,1994-01-30,1994-02-13,TAKE BACK RETURN,TRUCK,final slyly regular carefully special
116,174,10,2,27.6,2575.4,0.09,0.05,A,F,1994-01-09,1994-02-14,1994-01-31,NONE,SHIP,carefully unusual carefully furiously final 
116,168,3,3,44.26,4961.75,0.03,0.06,A,F,1993-12-17,1994-02-24,1993-12-28,TAKE BACK RETURN,REG AIR,silent furiously regular express pending car
