o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
273,261,O,5514.2,1998-05-07,1-URGENT,Clerk#000000773,0,furiously slyly carefully blithely pending furiously blithely express
274,653,O,10206.12,1993-12-22,2-HIGH,Clerk#000000696,0,slyly blithely unusual unusual special
275,137,O,6711.42,1995-09-29,4-NOT SPECIFIED,Clerk#000000145,0,quickly special blithely
276,814,O,6334.23,1998-10-30,5-LOW,Clerk#000000422,0,special express express silent quickly slyly regular
277,141,O,6305.11,1995-08-16,5-LOW,Clerk#000000192,0,quickly silent unusual
278,841,F,5129.73,1993-02-14,3-MEDIUM,Clerk#000000716,1,slyly final regular quickly blithely final
279,590,P,7589.2,1996-01-03,5-LOW,Clerk#000000411,1,carefully slyly express final
280,200,F,9095.81,1998-12-27,3-MEDIUM,Clerk#000000471,0,express final slyly pending quickly
281,878,O,6833.14,1996-06-09,3-MEDIUM,Clerk#000000492,0,quickly special furiously slyly silent express carefully furiously
282,143,P,7780.54,1993-04-16,2-HIGH,Clerk#000000084,1,special express special
283,468,O,7262.55,1998-05-23,3-MEDIUM,Clerk#000000676,1,regular quickly quickly carefully blithely unusual unusual final
284,141,F,12517.21,1998-08-06,4-NOT SPECIFIED,Clerk#000000319,1,silent quickly pending
285,577,F,8676.87,1996-02-11,4-NOT SPECIFIED,Clerk#000000336,0,slyly final express quickly
286,851,O,3061.43,1993-08-05,2-HIGH,Clerk#000000675,0,silent express carefully blithely regular slyly slyly special
287,924,O,10571.05,1995-10-02,1-URGENT,Clerk#000000144,1,unusual express unusual slyly silent carefully pending
288,759,O,8002.29,1995-10-19,3-MEDIUM,Clerk#000000520,0,regular pending final unusual express furiously
289,962,P,9002.42,1993-12-13,1-URGENT,Clerk#000000767,0,regular slyly furiously quickly carefully quickly
290,856,O,5991.65,1993-04-25,4-NOT SPECIFIED,Clerk#000000694,1,quickly final furiously
291,726,O,8583.6,1996-05-20,2-HIGH,Clerk#000000399,0,slyly slyly carefully regular
292,391,O,7175.97,1994-06-30,2-HIGH,Clerk#000000767,1,carefully unusual final final
293,32,P,5827.71,1994-04-20,2-HIGH,Clerk#000000503,1,final carefully blithely pending
294,860,O,6310.11,1995-04-03,5-LOW,Clerk#000000672,1,express furiously blithely special quickly pending express quickly
295,336,O,12833.05,1996-04-29,2-HIGH,Clerk#000000420,0,silent silent furiously regular special pending quickly quickly
296,774,P,4909.91,1995-05-30,3-MEDIUM,Clerk#000000530,1,pending quickly express furiously pending blithely unusual
297,510,O,7863.58,1997-09-15,1-URGENT,Clerk#000000537,0,pending furiously final pending
298,22,P,8151.41,1995-11-03,5-LOW,Clerk#000000103,0,unusual carefully silent unusual blithely carefully
299,778,P,8379.81,1998-01-08,5-LOW,Clerk#000000484,0,express slyly regular unusual final silent
300,881,F,5408.77,1997-08-24,5-LOW,Clerk#000000229,1,express special slyly express furiously special
301,648,P,9530.17,1996-05-10,4-NOT SPECIFIED,Clerk#000000026,0,silent blithely express silent regular quickly unusual silent
302,849,O,10738.39,1995-02-15,5-LOW,Clerk#000000599,1,pending unusual slyly slyly special regular quickly final
303,668,F,3713.79,1996-07-09,2-HIGH,Clerk#000000880,0,furiously special furiously pending
304,75,O,13876.96,1997-08-15,1-URGENT,Clerk#000000427,1,regular silent express regular furiously quickly pending special
305,670,O,4712.08,1996-12-01,2-HIGH,Clerk#000000049,1,pending regular final special
306,672,F,9336.53,1994-10-09,2-HIGH,Clerk#000000850,0,blithely silent slyly express special slyly furiously
307,300,F,5815.88,1998-09-25,4-NOT SPECIFIED,Clerk#000000270,0,special pending special regular
308,904,P,10218.15,1995-05-14,4-NOT SPECIFIED,Clerk#000000043,1,unusual slyly quickly quickly
309,655,P,5891.45,1996-04-03,3-MEDIUM,Clerk#000000912,0,regular carefully pending
310,415,P,4738.42,1994-03-03,1-URGENT,Clerk#000000654,1,carefully final furiously
311,274,F,6847.04,1996-10-03,3-MEDIUM,Clerk#000000603,1,slyly blithely quickly final slyly blithely blithely
312,459,F,5056.26,1995-03-10,5-LOW,Clerk#000000724,1,regular unusual furiously
313,232,F,12016.86,1993-02-07,1-URGENT,Clerk#000000886,0,slyly carefully slyly carefully
314,510,F,6418.28,1997-04-22,1-URGENT,Clerk#000000373,0,furiously special final regular slyly express pending
315,717,F,7328.5,1995-02-22,4-NOT SPECIFIED,Clerk#000000789,1,pending pending quickly slyly
316,860,O,8936.98,1998-01-16,1-URGENT,Clerk#000000349,0,quickly pending carefully special final furiously unusual
317,428,P,11413.37,1998-10-24,3-MEDIUM,Clerk#000000508,0,final regular quickly silent pending special
318,225,O,7319.54,1996-11-15,3-MEDIUM,Clerk#000000278,1,carefully regular silent silent
319,294,O,4238.01,1998-09-20,3-MEDIUM,Clerk#000000466,0,carefully express furiously quickly express
320,462,P,6676.8,1995-10-08,2-HIGH,Clerk#000000467,1,final carefully special furiously blithely
321,661,P,6356.22,1998-11-05,4-NOT SPECIFIED,Clerk#000000538,0,furiously silent slyly unusual final furiously quickly
322,349,P,6673.38,1996-08-26,1-URGENT,Clerk#000000260,0,carefully regular blithely slyly furiously special silent
323,663,P,6737.84,1993-01-07,5-LOW,Clerk#000000449,0,special quickly special quickly blithely
324,305,O,9285.47,1998-09-20,4-NOT SPECIFIED,Clerk#000000862,1,furiously final carefully furiously unusual
325,885,O,7997.42,1997-04-01,2-HIGH,Clerk#000000895,1,blithely carefully unusual final furiously regular blithely pending
326,273,P,8072.85,1996-07-22,2-HIGH,Clerk#000000718,1,carefully final final
327,564,F,9602.87,1993-12-15,3-MEDIUM,Clerk#000000744,0,silent furiously regular final express furiously final
328,511,P,7684.06,1993-04-15,2-HIGH,Clerk#000000296,1,express pending blithely
329,865,F,7504.44,1993-02-05,5-LOW,Clerk#000000328,0,regular regular regular unusual blithely
330,208,O,3344.26,1993-11-22,3-MEDIUM,Clerk#000000899,0,final furiously express quickly blithely silent silent furiously
331,18,P,9969.48,1994-10-03,4-NOT SPECIFIED,Clerk#000000627,0,unusual furiously final pending silent final final special
332,426,P,3612.93,1996-05-31,4-NOT SPECIFIED,Clerk#000000187,0,silent express silent silent
333,4,O,7441.56,1993-04-26,3-MEDIUM,Clerk#000000967,1,quickly pending furiously express unusual carefully
334,657,P,5650.22,1998-12-24,5-LOW,Clerk#000000602,0,blithely special quickly silent
335,929,P,7138.35,1993-06-02,5-LOW,Clerk#000000019,1,furiously quickly silent slyly slyly regular blithely quickly
336,811,F,6435.56,1994-03-04,5-LOW,Clerk#000000965,1,express special special silent silent slyly
337,609,F,8805.79,1994-05-06,4-NOT SPECIFIED,Clerk#000000954,1,pending quickly slyly carefully special slyly express carefully
338,193,F,5993.06,1996-06-27,2-HIGH,Clerk#000000315,0,blithely blithely unusual silent pending slyly pending regular
339,496,O,5647.89,1998-01-23,4-NOT SPECIFIED,Clerk#000000612,0,unusual special unusual carefully unusual
340,974,O,9099.99,1995-03-29,2-HIGH,Clerk#000000421,0,express furiously silent blithely
341,288,F,8814.65,1994-08-16,2-HIGH,Clerk#000000593,0,blithely blithely furiously special
342,851,F,8437.7,1993-08-02,5-LOW,Clerk#000000178,1,unusual final blithely silent regular final
343,398,P,8728.74,1997-02-06,3-MEDIUM,Clerk#000000134,1,quickly unusual pending pending special silent
344,173,O,9475.02,1994-10-02,3-MEDIUM,Clerk#000000596,0,final regular regular special
345,732,P,10190.86,1996-05-17,3-MEDIUM,Clerk#000000095,0,final blithely express furiously blithely silent regular slyly
346,983,F,8434.56,1995-02-26,2-HIGH,Clerk#000000873,1,pending quickly unusual
347,333,F,12249.3,1994-12-08,2-HIGH,Clerk#000000780,0,furiously slyly express
348,878,O,9133.64,1996-07-12,5-LOW,Clerk#000000481,0,slyly regular pending regular slyly pending
349,355,O,9630.8,1997-01-26,3-MEDIUM,Clerk#000000037,1,carefully silent quickly blithely
350,624,P,7612.36,1998-09-23,3-MEDIUM,Clerk#000000190,0,blithely quickly express final silent special
351,843,O,7530.42,1996-03-23,2-HIGH,Clerk#000000186,0,quickly silent slyly silent
352,449,P,11626.42,1996-08-10,2-HIGH,Clerk#000000557,0,unusual unusual special
353,457,P,11842.5,1995-10-22,1-URGENT,Clerk#000000391,1,carefully regular blithely blithely final slyly
354,787,O,5756.16,1995-08-13,4-NOT SPECIFIED,Clerk#000000968,1,silent blithely final quickly
355,578,F,7683.82,1997-04-25,2-HIGH,Clerk#000000050,0,final regular express carefully carefully special furiously special
356,82,P,11237.27,1995-11-21,1-URGENT,Clerk#000000520,0,carefully pending slyly final
357,316,O,9217.96,1997-03-08,1-URGENT,Clerk#000000965,0,silent slyly quickly quickly
358,281,F,6518.25,1995-09-19,2-HIGH,Clerk#000000360,0,pending silent pending pending silent regular regular
359,35,F,12136.36,1998-02-18,3-MEDIUM,Clerk#000000825,1,furiously special furiously furiously carefully carefully
360,520,F,6201.57,1997-01-14,5-LOW,Clerk#000000510,0,silent furiously quickly quickly carefully blithely regular final
361,76,F,6047.25,1995-08-20,3-MEDIUM,Clerk#000000438,1,special blithely pending special carefully special special
362,618,P,8480.23,1995-06-03,4-NOT SPECIFIED,Clerk#000000443,1,silent pending silent furiously slyly silent unusual regular
363,176,O,5186.43,1996-03-21,5-LOW,Clerk#000000991,1,pending regular express slyly final blithely
364,833,F,7012.64,1993-08-02,2-HIGH,Clerk#000000489,0,special carefully special blithely regular silent pending furiously
365,855,F,11380.51,1997-01-12,3-MEDIUM,Clerk#000000849,1,special silent quickly
366,265,F,10365.2,1993-05-14,1-URGENT,Clerk#000000757,0,slyly pending pending silent slyly pending
367,45,F,4481.6,1993-08-16,3-MEDIUM,Clerk#000000147,1,final silent silent
368,641,O,8729.91,1996-04-22,4-NOT SPECIFIED,Clerk#000000944,1,slyly regular regular carefully blithely pending
369,40,P,11238.7,1994-12-26,1-URGENT,Clerk#000000871,1,unusual special blithely carefully regular unusual final final
370,399,P,6641.16,1996-12-11,3-MEDIUM,Clerk#000000553,1,express furiously furiously quickly slyly slyly unusual
371,555,O,8549.02,1993-04-22,3-MEDIUM,Clerk#000000185,1,special pending pending express special
372,576,F,10375.61,1994-11-02,5-LOW,Clerk#000000915,1,unusual regular blithely special furiously carefully
373,112,O,6499.96,1994-12-31,3-MEDIUM,Clerk#000000391,0,furiously pending regular silent regular final unusual furiously
374,817,O,10534.62,1993-07-09,5-LOW,Clerk#000000556,0,regular special carefully final silent
375,633,O,8235.66,1997-06-11,5-LOW,Clerk#000000937,1,express quickly furiously silent special slyly furiously quickly
376,652,O,11105.42,1998-12-28,1-URGENT,Clerk#000000241,1,carefully express unusual furiously
377,466,P,4703.11,1998-05-12,2-HIGH,Clerk#000000625,0,blithely furiously pending furiously regular blithely special
378,652,O,7949.35,1993-04-07,1-URGENT,Clerk#000000600,1,express slyly silent
379,770,O,9864.57,1993-12-09,1-URGENT,Clerk#000000886,0,pending carefully express blithely final furiously
380,747,F,7378.66,1997-07-26,2-HIGH,Clerk#000000021,0,furiously pending furiously regular express blithely express unusual
381,619,P,8578.27,1994-08-19,4-NOT SPECIFIED,Clerk#000000993,0,express blithely special blithely
382,787,P,11208.22,1998-04-08,4-NOT SPECIFIED,Clerk#000000999,0,blithely regular regular final special special
383,108,P,9273.2,1997-02-28,3-MEDIUM,Clerk#000000618,1,regular express quickly silent
384,613,O,1669.39,1998-07-17,2-HIGH,Clerk#000000175,1,silent slyly unusual quickly furiously express quickly final
385,329,O,4098.79,1995-02-07,1-URGENT,Clerk#000000918,0,pending quickly slyly furiously pending
386,627,F,8454.81,1998-12-17,3-MEDIUM,Clerk#000000913,1,unusual express regular special regular pending final slyly
387,884,F,11212.49,1995-06-22,5-LOW,Clerk#000000225,0,carefully regular silent carefully regular silent silent
388,316,O,2645.41,1998-08-30,5-LOW,Clerk#000000658,0,unusual special slyly special express blithely blithely slyly
389,656,F,6032.65,1994-03-10,4-NOT SPECIFIED,Clerk#000000847,0,express special quickly regular carefully
390,604,O,4821.81,1994-01-29,3-MEDIUM,Clerk#000000885,0,furiously special silent special
391,777,F,10046.53,1994-07-13,2-HIGH,Clerk#000000625,1,pending express unusual express
392,140,O,6856.73,1995-06-22,4-NOT SPECIFIED,Clerk#000000148,0,blithely furiously furiously final special pending unusual pending
393,174,P,8144.51,1998-01-15,2-HIGH,Clerk#000000013,0,slyly slyly carefully slyly pending
394,144,O,7288.05,1997-05-03,2-HIGH,Clerk#000000327,0,silent blithely carefully slyly carefully furiously quickly
395,338,F,4937.71,1998-10-27,4-NOT SPECIFIED,Clerk#000000525,1,pending pending slyly special
396,617,P,8195.34,1998-11-23,2-HIGH,Clerk#000000776,1,unusual quickly unusual
397,971,P,6375.82,1995-03-10,3-MEDIUM,Clerk#000000103,0,blithely special final unusual
398,295,F,3657.99,1994-09-06,2-HIGH,Clerk#000000061,0,pending blithely blithely pending unusual pending furiously
399,386,P,7983.28,1994-03-07,3-MEDIUM,Clerk#000000091,1,slyly carefully carefully carefully pending
400,677,F,5575.59,1997-11-29,1-URGENT,Clerk#000000193,1,pending regular furiously silent quickly final furiously regular
401,763,P,11652.1,1995-12-26,1-URGENT,Clerk#000000665,1,slyly slyly silent silent
402,540,F,7157.44,1996-12-29,3-MEDIUM,Clerk#000000020,0,regular regular slyly blithely carefully quickly silent blithely
403,112,F,7265.66,1993-03-13,3-MEDIUM,Clerk#000000065,0,unusual quickly final blithely unusual
404,769,F,6977.73,1998-09-08,2-HIGH,Clerk#000000751,1,pending slyly express final furiously
405,200,F,7215.09,1996-06-04,1-URGENT,Clerk#000000529,0,regular pending pending carefully
406,668,P,10223.9,1998-11-01,2-HIGH,Clerk#000000251,1,quickly regular silent
407,648,O,8572.79,1997-07-12,3-MEDIUM,Clerk#000000834,1,quickly pending regular
408,246,O,8952.39,1994-10-15,4-NOT SPECIFIED,Clerk#000000571,0,final regular special final silent blithely
409,341,F,5810.77,1997-08-28,5-LOW,Clerk#000000569,0,slyly carefully furiously regular final slyly
410,996,O,9006.36,1996-04-10,1-URGENT,Clerk#000000702,1,carefully special final special quickly furiously regular silent
411,744,O,6895.18,1996-03-08,1-URGENT,Clerk#000000527,1,silent special pending blithely unusual
412,242,F,4401.69,1995-07-03,4-NOT SPECIFIED,Clerk#000000498,1,furiously furiously blithely slyly blithely blithely
413,921,P,9268.92,1994-06-11,5-LOW,Clerk#000000293,0,express express regular unusual special pending express final
414,490,F,9449.71,1994-09-09,3-MEDIUM,Clerk#000000792,1,pending furiously slyly special
415,919,O,8297.41,1997-07-10,3-MEDIUM,Clerk#000000940,0,special special carefully pending special unusual final
416,459,F,3957.82,1993-04-17,4-NOT SPECIFIED,Clerk#000000987,1,final slyly carefully
417,645,P,5804.79,1994-12-19,4-NOT SPECIFIED,Clerk#000000129,1,blithely regular furiously pending slyly slyly furiously express
418,599,F,8951.32,1998-02-06,2-HIGH,Clerk#000000799,0,silent furiously special
419,875,P,10960.01,1998-04-19,1-URGENT,Clerk#000000575,1,blithely blithely slyly silent final
420,555,F,7017.97,1993-03-14,5-LOW,Clerk#000000767,0,special special unusual
421,570,F,9263.86,1997-06-17,2-HIGH,Clerk#000000099,1,pending pending furiously final carefully furiously
422,618,O,6891.24,1998-04-27,1-URGENT,Clerk#000000854,0,slyly carefully blithely blithely carefully furiously silent
423,834,F,6068.17,1997-07-06,1-URGENT,Clerk#000000549,1,special pending final special express quickly special furiously
424,697,F,5627.21,1998-03-18,5-LOW,Clerk#000000383,0,blithely final unusual pending carefully unusual
425,931,P,9646.16,1998-05-22,2-HIGH,Clerk#000000028,0,furiously blithely unusual furiously express
426,105,F,4874.73,1995-04-19,2-HIGH,Clerk#000000346,0,carefully furiously silent regular
427,508,O,4256.83,1997-07-07,5-LOW,Clerk#000000792,0,final express unusual furiously
428,663,F,9400.21,1994-06-07,5-LOW,Clerk#000000347,0,special blithely carefully express regular quickly express
429,645,O,9346.93,1998-11-26,2-HIGH,Clerk#000000805,0,quickly furiously special
430,372,O,10815.63,1993-10-16,5-LOW,Clerk#000000517,1,quickly pending silent unusual final unusual
431,408,P,7658.19,1998-10-14,3-MEDIUM,Clerk#000000753,0,blithely furiously slyly silent blithely final
432,497,O,5779.0,1993-03-26,2-HIGH,Clerk#000000858,1,regular express final furiously furiously furiously silent
433,743,F,6223.24,1996-09-27,4-NOT SPECIFIED,Clerk#000000781,1,furiously silent silent blithely express
434,296,F,4036.52,1998-09-21,1-URGENT,Clerk#000000631,1,carefully special special pending carefully regular
435,138,F,12562.41,1998-03-03,4-NOT SPECIFIED,Clerk#000000021,1,carefully regular special quickly furiously
436,842,F,7933.77,1998-12-18,4-NOT SPECIFIED,Clerk#000000206,0,carefully pending pending express quickly special
437,174,P,5675.53,1998-11-20,4-NOT SPECIFIED,Clerk#000000053,0,furiously final blithely pending unusual special express carefully
438,645,O,6554.97,1997-01-15,4-NOT SPECIFIED,Clerk#000000001,1,express regular quickly
439,137,O,4945.67,1993-04-18,2-HIGH,Clerk#000000222,0,final quickly furiously pending special slyly blithely
440,890,F,11394.2,1996-09-13,4-NOT SPECIFIED,Clerk#000000470,1,final quickly special unusual
441,698,O,7229.42,1998-03-20,1-URGENT,Clerk#000000790,1,quickly carefully furiously
442,231,O,5661.97,1996-05-10,2-HIGH,Clerk#000000759,0,special special regular
443,584,P,7414.34,1993-10-14,3-MEDIUM,Clerk#000000973,0,express final regular unusual regular express quickly quickly
444,519,O,3513.71,1996-08-23,4-NOT SPECIFIED,Clerk#000000643,0,regular blithely special
445,702,O,7178.08,1998-11-18,2-HIGH,Clerk#000000077,0,final special pending carefully silent
446,334,O,8205.6,1996-07-20,1-URGENT,Clerk#000000647,1,quickly unusual express unusual quickly special unusual quickly
447,811,O,10883.0,1995-02-05,5-LOW,Clerk#000000139,0,silent quickly express special carefully quickly express
448,364,F,10920.68,1994-09-07,4-NOT SPECIFIED,Clerk#000000591,0,silent carefully slyly
